vid,vtitle,desc,pid,ptitle
7eUt7mrBrhw,Pointers to String,"Mr.V.A.Bingi
Assistant Professor
Department of Computer Science & Engineering
Walchand Institute of Technology,Solapur.",PLM-jfaoaU5ixySL34weAuOqmKNDxF4TMP,Advanced C Concepts
WBmmpRVyXYE,Introduction to Collections in Java,"In this lecture we will be getting familiar with Collection concept in java and what is collection framework and different parts of collection framework and collection characteristics.
- Trupti S. Indi",PLM-jfaoaU5iw27fgdnqY6vHn8EUVzdArb,Java Programming
erNfKc0iZxs,Introduction To Strings,"Mr. D.P. Gandhmal
Assistant Professor
Computer Science and Engineering Department
Walchand Institute of Technology, Solapur",PLM-jfaoaU5iw27fgdnqY6vHn8EUVzdArb,Java Programming
RqUb8Q-fMf8,Methods in Strings,"Mr. D. P. Gandhmal
Assistant Professor
Department of Computer Science and Engineering
Walchand Institute of Technology, Solapur",PLM-jfaoaU5iw27fgdnqY6vHn8EUVzdArb,Java Programming
UXrjR2UrMac,Set Interface – HashSet Class,"In this lecture we will be discussing about Set interface and set implementation class -  HashSet and how to use HashSet class to store group of objects.
- Trupti S. Indi",PLM-jfaoaU5iw27fgdnqY6vHn8EUVzdArb,Java Programming
qKmnz3KnbjI,Debugging Java Applications using Eclipse IDE,"The video demonstrates using Eclipse IDE for debugging java code using breakpoints. Explanation of concepts like Step Into, Step Over, Step Out and Debug perspective of Eclipse IDE is given in the video.",PLM-jfaoaU5iw27fgdnqY6vHn8EUVzdArb,Java Programming
KGmQRXiVNMk,Introduction to Business Inteligence,"Dr. Mrs. A. M. Pujar
Professor, 
Computer Science and Engineering Department,
Walchand Institute of Technology, Solapur, Maharashtra",PLM-jfaoaU5ixGBJi1Mg92-F9REcX3dlTt,Business Intelligence
j2fgaJpt7vs,Dimension Modelling,"Dr. Mrs. A. M. Pujar
Professor, 
Computer Science and Engineering Department,
Walchand Institute of Technology, Solapur, Maharashtra",PLM-jfaoaU5ixGBJi1Mg92-F9REcX3dlTt,Business Intelligence
BHMEe-rRGTM,Data Warehouse Architecture and Schemas,"Dr. Mrs. A. M. Pujar
Professor, 
Computer Science and Engineering Department,
Walchand Institute of Technology, Solapur, Maharashtra",PLM-jfaoaU5ixGBJi1Mg92-F9REcX3dlTt,Business Intelligence
EE6hcP3OwMg,Basic operations for Data Analysis in Tableau,"Dr. Mrs. Anita M Pujar, 
Professor,                  
Walchand Institute of Technology, Solapur",PLM-jfaoaU5ixGBJi1Mg92-F9REcX3dlTt,Business Intelligence
rHZpSLGpNj4,Data Extraction & custom data view in Tableau,"Dr. Mrs. Anita M Pujar, 
Professor,                  
Walchand Institute of Technology, Solapur",PLM-jfaoaU5ixGBJi1Mg92-F9REcX3dlTt,Business Intelligence
jVvZTuEKxsY,Introduction to Mobility and Android,"Mr. S. S. Pare,
Assistant Professor, 
Computer Science and Engineering Department,
Walchand Institute of Technology, Solapur, Maharashtra",PLM-jfaoaU5iyydmjG89VyiyiU-qjUQbSu,Mobile Application Development
2-1MCjzECXM,Mobile App Development - Approaches and Challenges,"Mr. S. S. Pare,
Assistant Professor, 
Computer Science and Engineering Department,
Walchand Institute of Technology, Solapur, Maharashtra",PLM-jfaoaU5iyydmjG89VyiyiU-qjUQbSu,Mobile Application Development
VF_RIZenC1Q,Mobile App Functionality,"Mr. S. S. Pare,
Assistant Professor, 
Computer Science and Engineering Department,
Walchand Institute of Technology, Solapur, Maharashtra",PLM-jfaoaU5iyydmjG89VyiyiU-qjUQbSu,Mobile Application Development
zWdl9TTH6mM,Layouts,"Mr. D. P.  Gandhmal
Assistant Professor
Department of Computer Science and Engineering
Walchand Institute of Technology, Solapur",PLM-jfaoaU5iyydmjG89VyiyiU-qjUQbSu,Mobile Application Development
A2-lwSoocrc,ActivityLifeCycle,"Mr. D. P. Gandhmal
Assistant Professor
Department of Computer Science and Engineering
Walchand Institute of Technology, Solapur",PLM-jfaoaU5iyydmjG89VyiyiU-qjUQbSu,Mobile Application Development
0q_nKpDtklk,Basic Drawing Functions in Computer Graphics,"Mr. D. P. Pandit
Assistant Professor, 
Computer Science and Engineering Department,
Walchand Institute of Technology, Solapur, Maharashtra",PLM-jfaoaU5iyTBJbTZtarGkpoqq_axeyy,Computer Graphics
HCmCBaKKYm8,Basic Drawing Functions in Computer Graphics,"Mr. D. P. Pandit,
Assistant Professor, 
Computer Science and Engineering Department,
Walchand Institute of Technology, Solapur, Maharashtra",PLM-jfaoaU5iyTBJbTZtarGkpoqq_axeyy,Computer Graphics
kILrc8iBek4,3D Translation Transformation,"Ms. Gulnaz I. Patel 
Assistant Professor
Dept of Information Technology 
Walchand Institute of Technology, Solapur",PLM-jfaoaU5iyTBJbTZtarGkpoqq_axeyy,Computer Graphics
otw27Nq1lBU,3D Scaling Transformation,"Ms. Gulnaz I. Patel 
Assistant Professor
Dept of Information Technology 
Walchand Institute of Technology, Solapur",PLM-jfaoaU5iyTBJbTZtarGkpoqq_axeyy,Computer Graphics
QX2iWpU21mA,3D Rotation Transformation,"Ms. Gulnaz I. Patel 
Assistant Professor, 
Dept of Information Technology 
Walchand Institute of Technology, Solapur",PLM-jfaoaU5iyTBJbTZtarGkpoqq_axeyy,Computer Graphics
QJD3V7MlA4g,MAC protocol  Channel allocation,"Mr. S. M. Metagar,
Assistant Professor, 
Computer Science and Engineering Department,
Walchand Institute of Technology, Solapur, Maharashtra",PLM-jfaoaU5izLzA9oShVBFDgFIfY_VLpI,Data Communication
LIoUZ6A2FKw,MAC - CSMA,"Mr. S. M. Metagar,
Assistant Professor, 
Computer Science and Engineering Department,
Walchand Institute of Technology, Solapur, Maharashtra",PLM-jfaoaU5izLzA9oShVBFDgFIfY_VLpI,Data Communication
fSjU2oE_cmY,Guided Transmission Media,"Mrs. K. A. Khedikar 
Assistant Professor
Department of Computer Science & Engineering
Walchand Institute of Technology, Solapur",PLM-jfaoaU5izLzA9oShVBFDgFIfY_VLpI,Data Communication
5pNJkPYeMFQ,Error Detection,"Mrs. K. A. Khedikar
Assistant Professor
Department of Computer Science & Engineering
Walchand Institute of Technology, Solapur",PLM-jfaoaU5izLzA9oShVBFDgFIfY_VLpI,Data Communication
jQakTxK9oE4,Elementary Data Link Protocol : Unrestricted Simplex Protocol,"Miss. Priyanka C. Waghmare 
Assistant Professor,
Dept of Information Technology 
Walchand Institute of Technology, Solapur",PLM-jfaoaU5izLzA9oShVBFDgFIfY_VLpI,Data Communication
KzStgK7gFVQ,Process,"Process concept in operating system, process Control Block(PCB)

Mr. Pravin N. Kathavate
(pravin.kathavate@gmail.com)
Assistant Professor, 
Dept of Information Technology
Walchand Institute of Technology, Solapur
(www.witsolapur.org)",PLM-jfaoaU5izSvTMoUxjbJSaFN49v-P9z,Principles of Operating System
IcXZ2O3AqK4,Process State,"The concept of process state in operating
system.
Process state diagram.


Mr. Pravin N. Kathavate

(pravin.kathavate@gmail.com)

Assistant Professor, Dept of Information Technology

Walchand Institute of Technology, Solapur

(www.witsolapur.org)",PLM-jfaoaU5izSvTMoUxjbJSaFN49v-P9z,Principles of Operating System
xBmOxXuDtPo,Process scheduling,"Process scheduling Algorithm


P N Kathavate",PLM-jfaoaU5izSvTMoUxjbJSaFN49v-P9z,Principles of Operating System
E7lT4ncVOzQ,IEEE standard for floating point number,"Mr. V. D. Chavan,
Assistant Professor, 
Computer Science and Engineering Department,
Walchand Institute of Technology, Solapur, Maharashtra",PLM-jfaoaU5izP9WSWpuFbPttofvfjLppo,Computer Organization
ut3-iFjYwsw,Floating Point Arithmetic,"Mr. V. D. Chavan,
Assistant Professor, 
Computer Science and Engineering Department,
Walchand Institute of Technology, Solapur, Maharashtra",PLM-jfaoaU5izP9WSWpuFbPttofvfjLppo,Computer Organization
GGXUGYAMrmQ,Booths Algorithm,"Mr. D S Patil,
Assistant Professor,
Department of Computer Science and Engineering,
Walchand Institute of Technology Solapur",PLM-jfaoaU5izP9WSWpuFbPttofvfjLppo,Computer Organization
nm7p57uzzQg,Restoring Division Algorithm,"Mr. D S Patil,
Assistant Professor,
Department of Computer Science and Engineering,
Walchand Institute of Technology Solapur",PLM-jfaoaU5izP9WSWpuFbPttofvfjLppo,Computer Organization
qQsD30WGZGE,Integer Arithmatic,"Mr. V. D. Chavan,
Assistant Professor, 
Computer Science and Engineering Department,
Walchand Institute of Technology, Solapur, Maharashtra",PLM-jfaoaU5izP9WSWpuFbPttofvfjLppo,Computer Organization
GggFrAqOZUc,Process Concept,"Mrs. Komal R. Pardeshi,
Assistant Professor, 
Computer Science and Engineering Department,
Walchand Institute of Technology, Solapur, Maharashtra",PLM-jfaoaU5iyFerCKxXozPkgzEvUa2uro,Operating Systems
edBKiZ776ZU,Process Scheduling,"Mrs. Komal R. Pardeshi,
Assistant Professor, 
Computer Science and Engineering Department,
Walchand Institute of Technology, Solapur, Maharashtra",PLM-jfaoaU5iyFerCKxXozPkgzEvUa2uro,Operating Systems
n3Dut7c6b0M,System Call in Operating System,"Mr R. R. Wagdarikar
Assistant Professor
Department of Computer Science & Engineering
Walchand Institute of Technology, Solapur",PLM-jfaoaU5iyFerCKxXozPkgzEvUa2uro,Operating Systems
WrjntkLgqLg,Deadlock & its Neccessary conditions,"Mr R. R. Wagdarikar
Assistant Professor 
Department of Computer Science & Engineering
Walchand Institute of Technology, Solapur",PLM-jfaoaU5iyFerCKxXozPkgzEvUa2uro,Operating Systems
khIfN4GuPEY,Interprocess Communication,"Mr. R.R. Wagdarikar
Assistant Professor
Department of Computer Science and Engineering
Walchand Institute of Technology, Solapur",PLM-jfaoaU5iyFerCKxXozPkgzEvUa2uro,Operating Systems
CNhGjQHkLys,ADC Interfacing to 8051,"Mr. R. N. Chavan
Assistant Professor
Electronics Engineering
Walchand Institute of Technology, Solapur",PLM-jfaoaU5izRfkPS0FYfprlMHQfWBiNQ,Microcontrollers
-zBkVv8q_NI,LCD Interfacing to 8051,"Mr. Chavan R. N.
Assistant Professor
Electronics Engineering
Walchand Institute of Technology, Solapur",PLM-jfaoaU5izRfkPS0FYfprlMHQfWBiNQ,Microcontrollers
5yvnaxtPy8Q,Micro-controller 8051 Interrupt Structure,"Mr.Kondekar  Vipul H.
Assistant Professor,
Walchand Institute of Technology, Solapur.",PLM-jfaoaU5izRfkPS0FYfprlMHQfWBiNQ,Microcontrollers
OuFmwzXP4-o,UART Serial Communication of 8051 Microcontroller,"Mr. Kondekar Vipul H.
Assistant Professor,
WIT, Solapur",PLM-jfaoaU5izRfkPS0FYfprlMHQfWBiNQ,Microcontrollers
_pAD7PaNm9A,Serial communication in 8051,"Mr. R. N. Chavan
Assistant Professor
Department of Electronics Engineering
Walchand Institute of Technology, Solapur",PLM-jfaoaU5izRfkPS0FYfprlMHQfWBiNQ,Microcontrollers
ui4fWor9vWc,Analysis of Superelevation on Roads,"Mr. Ashok Kumar
Assistant Professor,
Walchand Institute of Technology, Solapur",PLM-jfaoaU5iwaelZGeeiKiWOJj7spexeI,Transportation Engineering-I
l_oNs93NzUk,Analysis of Widening on curves,"By,
Mr.Ashok Kumar
Assistant Professor
Walchand Institute of Technology
Solapur",PLM-jfaoaU5iwaelZGeeiKiWOJj7spexeI,Transportation Engineering-I
LD5z7PrNfeA,Analysis of Setback Distance on Curves,"By,
Mr.Ashok Kumar
Assistant Professor,
Walchand Institute of Technology,
Solapur",PLM-jfaoaU5iwaelZGeeiKiWOJj7spexeI,Transportation Engineering-I
VvgQXKGuR-c,Transition Curves on Roads,"Ashok Kumar
Assistant Professor
Civil Engineering Department
Walchand Institute of Technology
Solapur",PLM-jfaoaU5iwaelZGeeiKiWOJj7spexeI,Transportation Engineering-I
B_T5Lu2Cqng,Design of Transition Curves on Roads,"Ashok Kumar
Assistant Professor
Civil Engineering Department
Walchand Institute of Technology
Solapur",PLM-jfaoaU5iwaelZGeeiKiWOJj7spexeI,Transportation Engineering-I
mHUpvtAYjh4,Theory of Vibrations,"By Mr.C.G.Konapure, 
Assistant Professor
Civil Engineering Department
Walchand Institute of Technology Solapur",PLM-jfaoaU5iyiSXZ3nbBCjXpI5AOOYOSb,Structural Dynamics
c1CJbOJlssY,Force Coulomb's Law,"Dr.R.R.Mergu,
Associate Professor,
Electronics & Communication Engineering,
WIT,Solapur",PLM-jfaoaU5izZlbQ4x6drvi0nmqQdauwN,Electromagnetic Engineering
zKpr60uSmt8,Electric Field Intensity for line charge,"Dr.R.R.Mergu,
Associate Professor,
Electronics & Communication Engineering,
WIT Solapur",PLM-jfaoaU5izZlbQ4x6drvi0nmqQdauwN,Electromagnetic Engineering
bK8FDyjXbKQ,Electrostatic Field- Work Done,"Mrs. Piyusha S. Shetgar
Assistant Professor,
Electronics and Communication Engineering
Walchand Institute of Technology, Solapur",PLM-jfaoaU5izZlbQ4x6drvi0nmqQdauwN,Electromagnetic Engineering
EwUW7YkFgLU,Electrostatic Field-Electric potential,"Mrs. Piyusha S. Shetgar
Assistant Professor,
Electronics and Communication Engineering
Walchand Institute of Technology, Solapur",PLM-jfaoaU5izZlbQ4x6drvi0nmqQdauwN,Electromagnetic Engineering
lTDEodbHpUo,Coordinate System,"Dr.R.J.Shelke
Associate Professors 
Electronics Department
Walchand Institute of Technology ,Solapur",PLM-jfaoaU5izZlbQ4x6drvi0nmqQdauwN,Electromagnetic Engineering
hbPbnZ0SY-c,Introduction to Analog Communication,"Mr. R.R. Konapure
Assistant Professor
Electronics & Communication Engineering
Walchand Institute of Technology, Solapur",PLM-jfaoaU5iyMs9z9ShCEMi6uYZUX7P6r,Analog Communication
RO6hHf-PqCE,Amplitude Modulation & Double Sideband Suppressed Carrier Modulation,"Mr. R. R. Konapure
Assistant Professor
Electronics and Communication Engineering
Walchand Institute of Technology, Solapur",PLM-jfaoaU5iyMs9z9ShCEMi6uYZUX7P6r,Analog Communication
J8rXPgVrSvI,AM Generation Techniques,"Mr. S. N. Chamatagoudar
Assistant Professor
Electronics & Telecommunication Engineering
Walchand Institute of Technology, Solapur",PLM-jfaoaU5iyMs9z9ShCEMi6uYZUX7P6r,Analog Communication
vR2iPT5e22k,AM Receiver,"Mr. S. N. Chamatagoudar
Assistant Professor
Electronics & Telecommunication Engineering
Walchand Institute of Technology, Solapur",PLM-jfaoaU5iyMs9z9ShCEMi6uYZUX7P6r,Analog Communication
t7VpAuftPw0,Elements of Electronic Communication System,"Mr.E.R.Chandane
Assistant Professor 
Electronics Department
Walchand Institute of Technology,Solapur",PLM-jfaoaU5iyMs9z9ShCEMi6uYZUX7P6r,Analog Communication
2YX7WYONhnc,Subject - verb concord,"Dr. S V Lakde
Assistant Professor
Department of Humanities and Basic Sciences
Walchand Institute of Technology, solapur",PLM-jfaoaU5iyQgWy-WHgFc2G21J-agChw,Communication Skills
4cuMkf7jXxM,English Grammar - Articles,"Dr. S V Lakde
Assistant Professor
Department of Humanities and Basic Sciences
Walchand Institute of Technology, solapur",PLM-jfaoaU5iyQgWy-WHgFc2G21J-agChw,Communication Skills
7sxFTn_VgGk,Common Errors in English Part - I,"Mrs. G S Zunjarwad
Assistant Professor
Department of Humanities and Basic Sciences
Walchand Institute of Technology, solapur",PLM-jfaoaU5iyQgWy-WHgFc2G21J-agChw,Communication Skills
GEJ4puAYo6g,Common Errors in English Part - II,"Mrs. G S Zunjarwad
Assistant Professor
Department of Humanities and Basic Sciences
Walchand Institute of Technology, solapur",PLM-jfaoaU5iyQgWy-WHgFc2G21J-agChw,Communication Skills
adYic1iiDQQ,Common Errors in English Part - III,"Mrs. G S Zunjarwad
Assistant Professor
Department of Humanities and Basic Sciences
Walchand Institute of Technology, solapur",PLM-jfaoaU5iyQgWy-WHgFc2G21J-agChw,Communication Skills
mXZKExnLlpw,Design of spring Part I,"Dr.B.B.Deshmukh
Professor
Mech.Engg.Dept.
Walchand Institute of Technology, Solapur.",PLM-jfaoaU5izCKxi84y06Ssj1OWW29OC-,Machine Design I
HHLWA95QAZY,Design of spring Part II,"Dr.B.B.Deshmukh
Associate Professor
Mechanical Engineering Department
Walchand Institute of Technology, Solapur.",PLM-jfaoaU5izCKxi84y06Ssj1OWW29OC-,Machine Design I
are2Y9kqxA0,Design of flat belt using manufacturers data,"Mr.S.B.Naik
Assistant Professor
Mech.Engg.Dept.
Walchand Institute of Technology, Solapur.",PLM-jfaoaU5izCKxi84y06Ssj1OWW29OC-,Machine Design I
eBShvHD47vY,Design of V belt,"Mr.S.B.Naik
Assistant Professor
Mech.Engg.Dept.
Walchand Institute of Technology, Solapur.",PLM-jfaoaU5izCKxi84y06Ssj1OWW29OC-,Machine Design I
xqoW1vJHo5M,Data Manipulation Language - INSERT Command,"Mrs. Sunita M Dol,
Assistant Professor, 
Computer Science and Engineering Department,
Walchand Institute of Technology, Solapur, Maharashtra",PLM-jfaoaU5iwM1OocGp97fdHMB_wfDur9,Database Engineering
eonduiAex_k,Data Manipulation Language – UPDATE and DELETE Command,"Mrs. Sunita M Dol,
Assistant Professor, 
Computer Science and Engineering Department,
Walchand Institute of Technology, Solapur, Maharashtra",PLM-jfaoaU5iwM1OocGp97fdHMB_wfDur9,Database Engineering
tmqYm44tkSs,Indexing in Database,"Ms. R. K.Dixit
Assistant Professor
Department of Computer Science & Engineering
Walchand Institute of Technology, Solapur",PLM-jfaoaU5iwM1OocGp97fdHMB_wfDur9,Database Engineering
Bl5EC63Cpoc,Hashing,"Ms. R.K.Dixit
Assistant Professor
Department of Computer Science & Engineering
Walchand Institute of Technology, Solapur",PLM-jfaoaU5iwM1OocGp97fdHMB_wfDur9,Database Engineering
aLMcHQKU5ww,Basic Structure of SQL,"Mrs. Sunita M Dol,
Assistant Professor, 
Computer Science and Engineering Department,
Walchand Institute of Technology, Solapur, Maharashtra",PLM-jfaoaU5iwM1OocGp97fdHMB_wfDur9,Database Engineering
UTXZqcGhWGc,Introduction to Laplace Transform Part I,"Mr B M Birajadar
Assistant Professor, Department of General engg.
Walchand Insitute of technology, solapur",PLM-jfaoaU5izlI_pfiRp6A080So6jvPMB,Engineering Mathematics III
a3RjaWroGN8,Laplace Transform of elementary functions,"Mr. B M Birajdar
Assistant Professor 
Department of Humanities and Basic Sciences 
Walchand Institute of Technology, Solapur",PLM-jfaoaU5izlI_pfiRp6A080So6jvPMB,Engineering Mathematics III
Iy36xGvv-xM,Laplace transform by first shifting theorem,"Mr. B M Birajdar
Assistant Professor
Department of Humanities and Basic Sciences
Walchand Institute of Technology, Solapur.",PLM-jfaoaU5izlI_pfiRp6A080So6jvPMB,Engineering Mathematics III
QcicxXIWCMg,Laplace Transform by effect of Multiplication by t,"Mr. B. M. Birajdar
Assistant Professor 
Department of Humanities and Sciences
Walchand Institute of Technology, Solapur",PLM-jfaoaU5izlI_pfiRp6A080So6jvPMB,Engineering Mathematics III
Nsj-pDXDe2Q,Laplace Transform by effect of  division by t,"Mr. B. M. Birajdar
Assistant Professor 
Department of Humanities and Sciences
Walchand Institute of Technology, Solapur",PLM-jfaoaU5izlI_pfiRp6A080So6jvPMB,Engineering Mathematics III
pfszLp7KOcw,Introduction to TCP/IP,"Mr. P. A. Kamble
Assistant Professor
Electronics and Communication Engineering
Walchand Institute of Technology, Solapur",PLM-jfaoaU5iwu3jR8gLUOfBIfVLzgpAw7,Computer Communication Network
_6beRLqpRXI,User Datagram Protocol (UDP),"Mr. P. A. Kamble
Assistant Professor
Electronics and Communication Engineering
Walchand Institute of Technology, Solapur",PLM-jfaoaU5iwu3jR8gLUOfBIfVLzgpAw7,Computer Communication Network
vUd_sxEq7_s,Dynamic Host Configuration Protocol,"Mr. Y. S. Phand
Assistant Professor
Electronics & Communication Engineering
Walchand Institute of Technology, Solapur.",PLM-jfaoaU5iwu3jR8gLUOfBIfVLzgpAw7,Computer Communication Network
KtkD-E1ZAY8,DHCP Packet Format,"Mr. Y. S. Phand
Assistant Professor
Electronics & Communication Engineering
Walchand Institute of Technology, Solapur",PLM-jfaoaU5iwu3jR8gLUOfBIfVLzgpAw7,Computer Communication Network
eHKMFWthFrY,Error Control in Sliding Window,"Mr. A. S. Gundale
Assistant Professor
Electronics Engineering
Walchand Institute of Technology, Solapur",PLM-jfaoaU5iwu3jR8gLUOfBIfVLzgpAw7,Computer Communication Network
lFfP9e8UrsY,"Classes, Objects and Methods Part-I","Mr. P. G. Chitte
Assistant Professor
Mechanical Engineering Department
Walchand Institute of Technology, Solapur",PLM-jfaoaU5izZYcGCP4gBkWeXzfoLKez2,Advanced Computer Programming- JAVA Programming
1rDVIyM4ARY,"Classes, objects and methods Part II","Mr.P.G.Chitte
Assistant Professor
Mechanical Engineering Department
Walchand Institute of Technology, Solapur",PLM-jfaoaU5izZYcGCP4gBkWeXzfoLKez2,Advanced Computer Programming- JAVA Programming
0MZH17Vs6Yw,Classes objects methods  Part III,"Mr.P.G.Chitte
Assistant Professor
Mechanical Engineering Department
Walchand Institute of Technology, Solapur.",PLM-jfaoaU5izZYcGCP4gBkWeXzfoLKez2,Advanced Computer Programming- JAVA Programming
