title,videoIDS,video_description,publishedDate
Fundamentals of Data Mining,p3DclsFjWwI,"Dr. Mr. R. V. Argiddi
Professor, Head
Department of Computer Science and Engineering
Walchand Institute of Technology, Solapur",2019-01-28T03:50:11Z
Lexical Analyzer- Input Buffering,i5Ms0n6WPyU,"Dr. Mrs. Pratibha  S. Yalagi
Associate Professor
Department of Computer Science and Engineering
Walchand Institute of Technology, Solapur",2019-01-28T03:43:45Z
"Lexical Analyzer- Tokens, Patterns",_2fUwUKl1d4,"Dr. Pratibha S. Yalagi
Associate Professor
Department of Computer Science and Engineering
Walchand Institute of Technology, Solapur",2019-01-28T03:36:53Z
Smith Chart & Microwave Frequency Bands,6qMCI49kZ4o,,2019-01-25T07:27:27Z
Transmission Line Parameters,n_c4UpcR-ug,,2019-01-25T07:12:58Z
Characteristics of Transmission Line,fbFBq289JbA,,2019-01-25T06:57:57Z
Types of Transmission Line & Equations,qWY2hFCGfO4,,2019-01-25T06:50:12Z
PIC 16F877a Micro-controller Byte Oriented Instructions,qFsyZDaTZV8,"Vipul Kondekar
Assistant Professor
Electronics and Telecommunication Engineering
Walchand Institute of Technology, Solapur",2019-01-24T12:17:28Z
PIC 16F877a Micro-controller  Bit oriented Instructions,F6BcT1XHNuo,"Vipul Kondekar
Assistant Professor
Electronics and Telecommunication Engineering
Walchand Institute of Technology, Solapur",2019-01-24T11:57:21Z
PIC 16F877a Micro-controller Addressing Modes,j6LCzhaVXwY,"Vipul Kondekar
Assistant Professor
Electronics and Telecommunication Engineering
Walchand Institute of Technology, Solapur",2019-01-24T11:50:37Z
PIC 16F877a Micro-controller  Memory Organisation,0Yc2F4Ojq0o,"Vipul Kondekar
Assistant Professor
Electronics and Telecommunication Engineering
Walchand Institute of Technology, Solapur",2019-01-24T11:45:30Z
PIC 16F877a Micro-controller  Features,y_I8mXQHsNk,"Vipul Kondekar
Assistant Professor
Electronics and Telecommunication Engineering
Walchand Institute of Technology, Solapur",2019-01-24T11:39:21Z
Decision Making Under Certainty Solution by Assignment Method,JufYC8AWf1Y,"Mr. Thalange Satish B,
Assistant Professor,
Civil Engineering Department,
Walchand Institute of Technology, Solapur",2019-01-24T11:22:04Z
Decision Making Under Certainty:- Assignment Problem,LIrMwmNCDxI,"Mr. Thalange Satish B,
Assistant Professor,
Civil Engineering Department,
Walchand Institute of Technology, Solapur",2019-01-24T11:12:23Z
Transportation Problem solution by Vogel's Approximization Method,UXLIdGISIqk,"Mr. Thalange Satish B
Assistant Professor,
Civil Engineering Department,
Walchand Institute of Technology, Solapur",2019-01-24T11:04:09Z
Slope and Deflection of Cantilever beam with Point Load,5fo7RXkh_4E,"Mr. Prashant V Dhanshetti
Assistant Professor
Civil Engineering Department
Walchand Institute of Technology, Solapur",2019-01-24T10:56:04Z
Introduction to Decision Making Statements : If-else,gLFPL8Ea3_A,"Ms. P. H. Shah
Assistant Professor
Department of Electronics Engineering
WIT, Solapur",2019-01-24T10:14:08Z
8086 Instruction set  III,WhQuKa03r3E,"Mr. V. D. Chavan,        
Assistant Professor, 
Walchand Institute of Technology, Solapur",2019-01-24T08:38:21Z
8086 Instruction set  II,6nBA4D8GRYc,"Mr. V. D. Chavan,        
Assistant Professor, 
Walchand Institute of Technology, Solapur",2019-01-24T08:31:34Z
8086 Instruction set  I,r1VIxDHEcLE,"Mr. V. D. Chavan,        
Assistant Professor, 
Walchand Institute of Technology, Solapur",2019-01-24T08:25:13Z
8085 Architecture,EoblzPlyjPY,"Mr. V. D. Chavan,      
Assistant Professor, 
Walchand Institute of Technology, Solapur",2019-01-24T08:11:05Z
1  Features and Pin diagram of 8085 and 8086,neMdmtgzneo,"Mr. V. D. Chavan,        
Assistant Professor, 
Walchand Institute of Technology, Solapur",2019-01-24T08:04:03Z
Pulse Position Modulation,FE41VMyECJY,"Mrs Dipali Wadkar
Assistant Professor
Electronics Department
Walchand Institute of Technology",2019-01-24T07:25:29Z
Pulse Width Modulation,zBVbPGimaQ8,"Mrs Dipali Wadkar
Assistant Professor
Electronics Department
Walchand Institute of Technology",2019-01-24T07:15:13Z
Pulse Amplitude Modulation,rQxMN4Ud7mA,"Mrs Dipali Wadkar
Assistant Professor
Electronics Department
Walchand Institute of Technology",2019-01-24T07:08:53Z
Sampling Theory,k-t3tC5vatE,"Mrs Dipali Wadkar
Assistant Professor
Electronics Department
Walchand Institute of Technology",2019-01-24T06:52:58Z
Introduction  to Digital Communication,pO9yxFIHFLs,"Mrs.Dipali Wadkar
Assistant Professor
Electronics Department
Walchand Institute of Technology,Solapur",2019-01-24T06:42:55Z
Signal Flow Graph and Mason's Gain Formula,3qTnJcIawiI,"Ms. Priyanka P. Bidla
Assistant Professor
Electronics and Telecommunication Engineering
Walchand Institute of Technology, Solapur",2019-01-24T05:40:59Z
Signal Flow Graph,l3LdBknsmkg,"Ms. Priyanka P. Bidla
Assistant Professor
Electronics and Telecommunication Engineering
Walchand Institute of Technology, Solapur",2019-01-24T05:34:19Z
Block Diagram Reduction Examples,lIVMnGHBuzY,"Ms. Priyanka P. Bidla
Assistant Professor
Electronics and Telecommunication Engineering
Walchand Institute of Technology, Solapur",2019-01-24T05:27:32Z
Block Diagram Reduction Rules,ui_EU7MNma8,"Ms. Priyanka P. Bidla
Assistant Professor
Electronics and Telecommunication Engineering
Walchand Institute of Technology, Solapur",2019-01-24T05:02:46Z
Solution of Simultaneous linear equation  Gauss Jacobi Method,iQ-Sx6AgX7A,"Dr. B M Biradar
Assistant Professor 
Department of Humanities and Sciences 
Walchand  Institute of Technology, Solapur.",2019-01-24T05:10:25Z
Solution of Simultaneous linear equation  Gauss Jordan Method,jMwB6jLmc3M,"Dr. B M Biradar
Assistant Professor 
Department of Humanities and Sciences 
Walchand  Institute of Technology, Solapur.",2019-01-24T05:07:01Z
Schmitt Trigger Using IC 555,QZfiNJk4TK4,"Mr. Aursang S.V.
Assistant Professor
Electronics & Telecommunication Engg.
Walchand Institute of Technology, Solapur",2019-01-24T04:50:05Z
Block Diagram fundamentals and Reduction Rules,zo3udyB1YjE,"Ms. Priyanka P. Bidla
Assistant Professor
Department of Electronics and Telecommunication Engineering
Walchand Institute of Technology, Solapur",2019-01-24T04:50:42Z
Monostable Multivibrator Using IC 555,e75XSwBcbsc,"Mr. Aursang S.V.
Assistant Professor
Electronics & Telecommunication Engg.
Walchand Institute of Technology, Solapur",2019-01-24T04:41:54Z
Applications of Astable Mode of IC 555,TQc1lIpHSf4,"Mr. Aursang S.V.
Assistant Professor
Electronics & Telecommunication Engg.
Walchand Institute of Technology, Solapur",2019-01-24T04:36:56Z
Solution of Simultaneous linear equation  Gauss Elimination method Part II,O0exqeFHW_A,"Dr. B M Biradar
Assistant Professor 
Department of Humanities and Sciences 
Walchand  Institute of Technology, Solapur.",2019-01-24T04:36:02Z
Astable Multivibrator using IC555,8Sd9A3KqypU,"Mr. Aursang S.V.
Assistant Professor
Electronics & Telecommunication Engg.
Walchand Institute of Technology, Solapur",2019-01-24T04:23:48Z
Solution of Simultaneous linear equation  Gauss Elimination method Part I,kY77xnpWn9I,"Dr. B M Biradar
Assistant Professor 
Department of Humanities and Sciences 
Walchand  Institute of Technology, Solapur.",2019-01-24T04:32:02Z
Introduction to IC 555,lC3aq03mf00,"Mr. Aursang S.V.
Assistant Professor
Electronics & Telecommunication Engg.
Walchand Institute of Technology, Solapur",2019-01-24T04:13:30Z
Circulator,KQde6IN8M7I,"Mrs. Piyusha Shetgar
Assistant Professor
Electronics and Telecommunication Engineering
Walchand Institute of Technology, Solapur",2019-01-23T08:52:54Z
Directional Coupler,qK6Oc1jcU4Y,"Mrs. Piyusha Shetgar
Assistant Professor
Electronics and Telecommunication Engineering
Walchand Institute of Technology, Solapur",2019-01-23T08:47:12Z
E Plane Tee Junction,GopSVcSm84Y,"Mrs. Piyusha Shetgar
Assistant Professor
Electronics and Telecommunication Engineering
Walchand Institute of Technology, Solapur",2019-01-23T08:40:03Z
Turn-off Methods of SCR _ Part 2,apLYl40LBgY,"Dr. Asha Thalange
Associate Professor, 
Electronics and Telecommunication Engineering,
Walchand Institute of Technology, Solapur.",2019-01-23T08:32:29Z
H-Plane Tee Junction,nybQT2yc6h8,"Mrs. Piyusha Shetgar
Assistant Professor
Electronics and Telecommunication Engineering
Walchand Institute of Technology, Solapur",2019-01-23T08:25:38Z
Turn-Off Methods of SCR_Part 1,wLS4xGmbwO8,"Dr. Asha Thalange
Associate Professor, 
Electronics and Telecommunication Engineering,
Walchand Institute of Technology, Solapur.",2019-01-23T06:09:21Z
Switching Characteristics of Silicon Controlled Rectifier (SCR),JPaLUOsZ2E8,"Dr. Asha Thalange
Associate Professor, 
Electronics and Telecommunication Engineering,
Walchand Institute of Technology, solapur.",2019-01-23T05:58:46Z
Turn-On Methods of SCR,ix4zySBPk2U,"Dr. Asha Thalange
Associate Professor, 
Electronics and Telecommunication Engineering,
Walchand Institute of Technology, solapur.",2019-01-23T05:51:04Z
Silicon Controlled Rectifier ( SCR) Construction and Characteristics,wMABx9TFVIw,"Dr. Ms. Asha Thalange
Associate Professor,
Electronics and Telecommunication Engineering
Walchand Institute of Technology, Solapur.",2019-01-23T05:37:09Z
Scattering Parameters,BgA3mK61QIo,"Mrs. Piyusha Shetgar
Assistant Professor, 
Electronics and Telecommunication Engineering
Walchand Institute of Technology, Solapur.",2019-01-23T05:27:07Z
Queue using Linked List,CTk0glmCNn4,"Mr. R.R. Konapure
Assistant Professor
Electronics &Telecommunication Engineering
Walchand Institute of Technology, Solapur",2019-01-22T12:13:00Z
Circular Queue,N9gJ81VUdl8,"Mr. R.R. Konapure
Assistant Professor
Electronics &Telecommunication Engineering
Walchand Institute of Technology, Solapur",2019-01-22T11:27:29Z
Implementation of Queue using Array,tC9oGsmx2WA,"Mr. R.R. Konapure
Assistant Professor
Electronics &Telecommunication Engineering
Walchand Institute of Technology, Solapur",2019-01-22T11:03:13Z
Queue in Data Structure.,AaVDcykN23o,"Mr. R.R. Konapure
Assistant Professor
Electronics &Telecommunication Engineering
Walchand Institute of Technology, Solapur",2019-01-22T10:57:20Z
Two level and Three level Addressing,ToXRK-DlNQM,"Mrs. K. A. Khedikar
Assistant Professor
Department of Computer Science and Engineering
Walchand Institute of Engineering, Solapur",2019-01-22T10:54:43Z
Fourier Series Part II,RnvpxKKiMRc,"Prof. M S Basargaon
Assistant Professor 
Department of Humanities and Sciences,
Walchand Institute of Technology, Solapur.",2019-01-22T09:36:49Z
Fourier Series Part I,370NxBIRbmk,"Prof. M S Basargaon 
Assistant Professor
Department of Humanities and Sciences 
Walchand Institute of Technology, Solapur",2019-01-22T09:31:19Z
Legendre's Linear Equation,eN43miVUn-k,"Prof. M S Basargon 
Assistant Professor
Department of Humanities and Sciences 
Walchand Institute of Technology, Solapur",2019-01-22T09:25:21Z
Cauchy's Homogeneous Linear Equation  Part II,SsTnepaDvwk,"Prof. M S Basargon 
Assistant Professor
Department of Humanities and Sciences 
Walchand Institute of Technology, Solapur",2019-01-22T09:19:28Z
Cauchys Homogeneous Linear Equation  Part I,IarVtXtjYnc,"Prof. M S Basargaon 
Assistant Professor
Department of Humanities and Sciences 
Walchand Institute of Technology, Solapur",2019-01-22T09:12:49Z
Hungarian Method - II,EdbgOLzawC0,"Ms. S.S.Nikam
Assistant Professor
Department of General Engineering
Walchand Institute of Technology,Solapur.",2019-01-21T12:38:25Z
Hungarian method -I,JYco-HQHX_8,"Ms. S.S.Nikam
Assistant Professor
Department of General Engineering
Walchand Institute of Technology,Solapur.",2019-01-21T12:31:21Z
Numerical Integration- Simpson's 3/8th rule,tA_vAgweWww,"Ms. S.S.Nikam
Assistant Professor
Department of General Engineering
Walchand Institute of Technology,Solapur.",2019-01-21T12:28:05Z
Numerical Integration- Simpson's 1/3rd rule,E1P20zkwqe4,"Ms. S.S.Nikam
Assistant Professor
Department of General Engineering
Walchand Institute of Technology,Solapur.",2019-01-21T12:24:35Z
Numerical Integration- Trapezoidal method,3TFVZuKGjAY,"Ms. S.S.Nikam
Assistant Professor
Department of General Engineering
Walchand Institute of Technology,Solapur.",2019-01-21T12:17:44Z
Introduction to Decision Making Statements -if,YVn1YAGbvs8,"Ms. P.H.Shah
Assistant Professor
Department of Electronics Engineering
Walchand Institute of Technology,Solapur.",2019-01-21T11:52:20Z
Software Testing Process,NxWHGF8cj9k,"Mr. M.A.Mahant
Assistant Professor
Department of Computer Science and Engineering
Walchand Institute of Engineering,Solapur",2019-01-21T11:14:12Z
CSS - Responsive,aWU1SHEjDQo,"Mr. S. T. Patel
Assistant Professor
Department of Computer Science and Engineering
Walchand Institute of Technology, Solapur",2019-01-21T10:49:19Z
STP Animation and Transition,chqtIqPOBb4,"Mr. S. T. Patel
Assistant Professor
Walchand Institute of Technology, Solapur",2019-01-21T10:43:28Z
STP Transformation,54YWuPv74iI,"Mr. S. T. Patel
Assistant Professor
Walchand Institute of Technology, Solapur",2019-01-21T10:31:43Z
Basics of Simple Mechanisms-III,7IsG0ugnxpo,"Mr. A.N. Surde 
Assistant Professor
Department of Mechanical Engineering
Walchand Institute of Technology, Solapur",2019-01-21T10:04:46Z
Basics of Simple Mechanisms-I,bp_SygL09fg,"Mr. A.N. Surde 
Assistant Professor
Department of Mechanical Engineering
Walchand Institute of Technology, Solapur",2019-01-21T09:08:33Z
Private & Public Key Cryptography,lBpX62Y5_Ms,"Ms. D. D. Awasekar
Assistant Professor
Information Technology Department
Walchand Institute of Technology, Solapur.",2019-01-21T08:48:19Z
Introduction to Cryptography,ZKABKVlN7UQ,"Ms. D. D. Awasekar
Assistant Professor
Information Technology Department
Walchand Institute of Technology, Solapur.",2019-01-21T08:45:41Z
Network Security Mechanisms and Model,nBCcFWop15M,"Ms. D. D. Awasekar
Assistant Professor
Information Technology Department
Walchand Institute of Technology, Solapur.",2019-01-21T08:43:19Z
Network Security Services,exytRZNFtEU,"Ms. D. D. Awasekar
Assistant Professor
Information Technology Department
Walchand Institute of Technology,Solapur.",2019-01-21T08:40:21Z
Introduction to Network Security,F_iQFtiRbME,"Ms. D. D. Awasekar
Assistant Professor
Information Technology Department
Walchand Institute of Technology,Solapur.",2019-01-21T08:37:31Z
Stack Application: Stack in Recursion,HZsphvB8p-8,"Mrs. M.N. Shrigandhi
Assistant Professor
Department of Electronics Engineering
Walchand Institute of Technology, Solapur",2019-01-21T05:48:04Z
Stack Application: Expression Evaluation,JgahMm-S25w,"Mrs. M.N. Shrigandhi
Assistant Professor
Department of Electronics Engineering
Walchand Institute of Technology, Solapur",2019-01-21T05:44:08Z
Stack Application: Infix to Postfix Conversion,d4zjcM0ehiA,"Mrs. M.N. Shrigandhi
Assistant Professor
Department of Electronics Engineering
Walchand Institute of Technology, Solapur",2019-01-21T05:40:44Z
Stack using Array,BZ-HKoPWJwI,"Mrs. M.N. Shrigandhi
Assistant Professor
Department of Electronics Engineering
Walchand Institute of Technology, Solapur",2019-01-21T05:36:57Z
Basics of Data Structures,2dvK-q4_QpY,"Mrs. M.N. Shrigandhi
Assistant Professor
Department of Electronics Engineering
Walchand Institute of Technology, Solapur",2019-01-21T05:28:36Z
UDP Datagram and Services,MTLNqCWtGf0,"Mrs. K. A. Khedikar
Assistant Professor
Department of Computer Science and Engineering
Walchand Institute of Engineering, Solapur",2019-01-21T04:45:22Z
IPv4 Address: Classless Addressing,ABazLSUF2dM,"Mrs. K. A. Khedikar
Assistant Professor
Department of Computer Science and Engineering
Walchand Institute of Engineering, Solapur",2019-01-21T04:39:06Z
IPv4 Address: Classful Addressing,Xativ0uJxhc,"Mrs. K. A. Khedikar
Assistant Professor
Department of Computer Science and Engineering
Walchand Institute of Engineering, Solapur",2019-01-21T04:32:40Z
Internet Protocol (IP) Addressing,hJpD8JYe2dM,"Mrs. K. A. Khedikar
Assistant Professor
Department of Computer Science and Engineering
Walchand Institute of Engineering,Solapur",2019-01-21T04:24:10Z
Agile Project Management,jTl0u-MYFiE,"Mr. M.A.Mahant
Assistant Professor
Department of Computer Science and Engineering
Walchand Institute of Engineering,Solapur",2019-01-21T03:52:24Z
Waterfall Software Development Model,7F8nidqdprc,"Mr. M.A.Mahant
Assistant Professor
Department of Computer Science and Engineering
Walchand Institute of Engineering,Solapur",2019-01-21T03:42:08Z
Software Requirement Specifications,wPqFvQ0xwDg,"Mr. M.A.Mahant
Assistant Professor
Department of Computer Science and Engineering
Walchand Institute of Engineering,Solapur",2019-01-21T03:34:58Z
Phased development process,BL5k8ZSM5-w,"Mr. M.A.Mahant
Assistant Professor
Department of Computer Science and Engineering
Walchand Institute of Engineering,Solapur",2019-01-21T03:25:31Z
Differential Amplifier With Two Op-Amp,i_qVj7E4-w0,"Mr. P. A. Kamble
Assistant Professor
Electronics and Telecommunication Engineering
Walchand Institute of Technology, Solapur",2019-01-19T12:31:51Z
Differential Amplifier With One Op-Amp,0TPtbT2sBqQ,"Mr. P. A. Kamble
Assistant Professor
Electronics and Telecommunication Engineering
Walchand Institute of Technology, Solapur",2019-01-19T12:13:35Z
"5  Load testing, stress testing, Integration Testing, UnitLoad testing, stress testing, Integrat",RSQoHKCEVcs,"Mr. M. V. Bhogade,     
Assistant Professor, 
Walchand Institute of Technology, Solapur",2019-01-19T12:31:32Z
